,heading,content,extract_tag,len_cut_heading,len_cut_content,labels
55,葡京大型圖庫- 中國知網 - 中國曆史,recent - 據介紹，中國鐵建重工、中國交通建設集團有限公司、中車集團、正泰、上海  嚮中亞五國及俄羅斯、濛古國的能源機構和相關企業展示“中國製造”。,中國 葡京 圖庫 知網 大型 中國 集團 recent 據介紹 鐵建 建設 中車 正泰 中亞 五國及 俄羅斯 古國 機構 相關 企業 展示 重工 能源 交通 有限公司 上海,5.0,21.0,10
56,大豐收娛樂城 - 中國曆史,recent - 大部分俄羅斯人(55%)認為，指責俄羅斯田徑運動員服用興奮劑齣於政治 . 據介紹，中國鐵建重工、中國交通建設集團有限公司、中車集團、正泰、,大豐收 娛樂城 中國 中國 集團 recent 俄羅 55% 認為 指責 俄羅斯田徑 運動員 興奮劑 據介紹 鐵建 建設 中車 正泰 斯人 服用 重工 交通 大部分 有限公司 政治,3.0,22.0,10
57,多盈娛樂 - 中國曆史, - 特朗普27日在佛羅裏達州舉行的一場新聞發布會上說：“俄羅斯，如果你正在  據介紹，中國鐵建重工、中國交通建設集團有限公司、中車集團、正泰、,多盈 娛樂 中國 中國 集團 特朗普 27 佛羅 達州 舉行 一場 新聞 發布會 俄羅斯 據介紹 鐵建 建設 中車 正泰 重工 交通 有限公司 正在 如果,3.0,21.0,10
58,"國際財經|國際觀察,外媒關注,經濟數據,財經人物-中國金融信息網",重慶在俄推廣旅遊山城景色亮相莫斯科. 重慶旅遊推廣季啓動儀式暨重慶-莫斯科航綫推廣日活動11日在俄羅斯首都莫斯科舉行，希望讓更多俄羅斯遊客瞭解重慶。,國際 財經 觀察 外媒 關注 經濟 數據 中國 金融信息 人物 重慶 旅遊 莫斯科 推廣 推廣季 儀式 11 俄羅斯 舉行 俄羅斯遊客 瞭解 山城 景色 亮相 首都 希望,10.0,16.0,0
59,天津日報數字報-新河西 - 天津日報- 天津網,1 - 第08版：2018俄羅斯世界杯特刊 · 第09版：人物 · 第10版：文化視點 · 第11版：區域旅遊 · 第12版：文藝周刊 · 第13版：新河西 · 第14版：新河西·綜閤,日報 天津 數字報 河西 河西 08 2018 俄羅斯 09 10 視點 11 區域 旅遊 12 文藝 13 14 特刊 世界杯 周刊 人物 文化,4.0,19.0,0
60,紅德智庫-觸摸中國智慧,"中國紅德智庫,簡稱紅德智庫,中國國傢安全戰略智庫之一,於2015年在北京釣魚颱國賓館宣告成立。紅德軍事論壇、政治論壇有廣大的影響力。紅德智庫-影響“",紅德智庫 觸摸 中國 智慧 紅德智庫 論壇 中國 簡稱 中國國 戰略智庫 2015 釣魚 國賓館 紅德軍事 廣大 影響力 影響 宣告成立 安全 政治 北京 之一,4.0,18.0,0
61,中交第三航務工程局有限公司,中華人民共和國住房和城鄉建設部 · 中華人民共和國交通運輸部 · 中華人民共和國科學技術部 · 中國交通建設股份有限公司 · 中國施工企業管理協會網 · 中國工程建設,中交 航務 工程局 第三 有限公司 中華 中國 建設 共和 人民 城鄉 建設部 運輸部 國科學 技術部 企業 協會網 交通 施工 住房 工程 有限公司 股份 管理,5.0,19.0,3
62,砥礪前行：24連勝就此結束比利時0-1敗北法國_易悅網,2 - 北京時間淩晨2點，2018年俄羅斯世界杯半決賽在聖彼得堡迎來一  作為本屆俄羅斯世界杯的奪冠熱門，比利時從小組賽豪取3連勝開始便一路高歌猛進。  勁勝智能盤中跌停 · 中國交通建設2018年度新增投資項目,24 連勝 結束 敗北法國 易悅網 比利 前行 就此 2018 俄羅斯 世界杯 半決賽 迎來 作為 本屆 奪冠熱門 組賽 豪取 連勝 開始 猛進 勁勝 盤中 中國 建設 投資 項目 比利 彼得堡 高歌 智能 跌停 一路 年度 新增 交通 北京,8.0,29.0,0
63,外籍相關JK平颱注冊,原標題：俄17歲女孩遭男友前任性虐灌沸水失去生育能力據英國《每日郵報》報道，一名17歲俄羅斯少女遭到男友前任數小時的性侵和身體虐待而險些喪命，她,相關 JK 注冊 外籍 17 男友 前任 原標題 性虐 英國 郵報 報道 俄羅斯 數小時 性侵 身體 而險些 喪命 生育能力 沸水 虐待 少女 女孩 每日 一名 遭到 失去,4.0,23.0,0
64,中字頭 - 環球老虎財經| 首頁,2016年，中交建的新訂單同比增長12%，金額達7300億元。其中，投資和海外項目是其主要增長源，同比增長率分彆為81%和51%。新簽閤同中，PPP項目金額達1740,中字頭 環球 財經 首頁 老虎 增長 金額 項目 2016 中交建 新訂 12% 7300 億元 投資 率分 81% 51% 新簽 同中 PPP 1740 同比 海外 其中 主要,5.0,21.0,0
65,中交路橋建設有限公司【工商信息_電話地址_注冊信息_信用信息_財務 ,"水汙染治理 “1、未經有關部門批準,不得以公開方式募集資金 2、不得公開開展證券類産品和金融衍生品交易活動 3、不得發放貸款 4、不得對所投資企業以外的其他",信息 中交路橋 建設 電話 注冊 財務 工商 地址 信用 有限公司 不得 汙染 未經 關部門 批準 以公開 資金 公開 開展 證券類 活動 發放 貸款 投資 企業 衍生品 治理 以外 募集 金融 交易 方式 其他,10.0,23.0,0
66,中交建再齣擊！聯手世界500強企業全業務鏈搶食環保盛宴_集潔網-中國 ,2017年 - 環保網訊:近日，中國交通建設股份有限公司(以下簡稱中交建)旗下的中交  水迴用、汙染場地治理修復、汙泥處理與資源化利用、綠色基礎設施建設、,中交建 聯手 500 強企業 全業務鏈 搶食 環保 集潔網 中國 盛宴 世界 建設 2017 環保網 中國 簡稱 中交建 中交 汙染 場地 汙泥 處理 資源化 綠色 基礎 設施 治理 旗下 交通 近日 有限公司 以下 利用 股份,11.0,23.0,11
67,中交海洋投資控股有限公司- 公司動態,為進一步提高安全監管隊伍危險辨識和應急處理能力，及時消除事故隱患，發揮體係的 . 目前，中交建在海南在建項目超過600個，纍計為海南地方建設貢獻閤同額,中交 投資 動態 海洋 控股 有限公司 公司 海南 為進 監管 隊伍 危險 辨識 應急 處理 及時 隱患 發揮體 中交建 項目 超過 600 計為 建設 貢獻 同額 在建 事故 消除 一步 安全 能力 提高 地方 目前,7.0,28.0,0
68,中交生態環保投資有限公司,水資源綜閤治理萬億元市場待開啓. 2018-05-20. 作為汙染防治攻堅戰的重要領域之一，水汙染防治正進入攻堅期。 查看更多. 媒體聚焦. 更多>>. 新時代推進生態文明,中交生態 環保 投資 有限公司 汙染 防治 水資源 萬億元 市場 2018 05 20 作為 攻堅戰 領域 正進 入攻 堅期 媒體 新時代 推進 生態 聚焦 查看 治理 文明 之一 重要,4.0,24.0,0
69,兩會前再棒喝孫政纔爆情婦涉金數百億並贈孫龍袍 - 博訊,2018年 - 繼去年披露孫政纔的情婦黃蘇支利用孫政纔的影響力，在重慶操縱跨境支付清算公司「億贊普」，並涉藉「一帶一路」戰略斂財後，經常披露反腐內幕的中國《財新周刊》最新一期以《女  是重慶市最大的PPP工程，在劉鳳洲的插手下，原本央企中交建的中標被廢。  牟傳珩：“依法治國”後宮為何包養非法“小妾”——誰是廢.,兩會 棒喝 孫政 爆情 婦涉 金數 百億並 孫龍袍 博訊 孫政 新周刊 2018 情婦 蘇支 影響力 重慶操 億贊普 並涉 一帶 戰略 斂財 經常 內幕 中國 重慶市 PPP 劉鳳洲 央企中 交建 中標 牟傳 治國 宮為何 包養 小妾 披露 反腐 插手 清算 跨境 一期 非法 依法 原本 一路 支付 最新 工程 去年 利用 最大 公司,9.0,43.0,0
70,渥京否決中交建收購埃康經發部長仍望與中國多閤作- 明報加東版 ,2018年 - 【明報專訊】士嘉堡昨晨發生涉及3車的嚴重交通意外。一部客貨車懷疑越過對麵線﹐撞嚮迎麵而來的另一部平治房車﹐並把整輛房車撞至四輪朝天﹐,渥京否 決中 交建 收購 埃康經 發部長 仍望 中國 明報 加東版 房車 一部 平治 2018 明報 專訊 士嘉堡 發生 車的 嚴重 客貨車 懷疑 越過 並把 整輛 四輪 昨晨 朝天 意外 交通 涉及,10.0,21.0,0
71,手握29%的綠城股權中交真實目的在於…… - 經濟觀察網－ 專業財經 ,2015年 - 曾經的並列第一大股東九龍倉對此事的公開錶態是，“九龍倉早前知悉中交建有意進一步增持綠城股權，並認同此舉對綠城有利。” ，綠城發布,29% 綠城 股權 中交真實 經濟 觀察網 專業 財經 手握 目的 綠城 2015 曾經 並列 東九龍 公開 九龍倉 中交 意進 增持 股權 並認 同此舉 發布 知悉 大股 早前 建有 有利 此事 一步 第一,10.0,22.0,0
72,中國交通建設股份有限公司2017年度第一期超短期融資券發行情況公告,"2017年 - 保證本公告內容不存在任何虛假記載、誤導性陳述或者重大遺漏,並對其內容  中國交通建設股份有限公司. 年度第一期超短期融資券. 簡稱. 中交建.",中國 建設 2017 融資券發 第一期 年度 交通 短期 公告 行情 有限公司 股份 內容 2017 保證本 虛假 記載 誤導 性陳述 遺漏 並對 中國 建設 融資券 簡稱 中交建 第一期 年度 交通 短期 公告 重大 有限公司 或者 任何 股份 存在,12.0,25.0,12
73,又拿國傢安全說事？加拒中資收購隻會損失更多- 俄羅斯衛星通訊社,2018年 - 對世界建築巨頭中交建而言，加拿大建築市場微不足道。大使指齣，這一收購案被否決隻是意味著中交建節省瞭15億美元。 美國莫非硬逼中國打貿易,拿國 說事 加拒 中資 收購 損失 俄羅斯衛星 通訊社 安全 建築 2018 巨頭 中交建 市場 這一收 購案 否決 意味著 中交建節 15 美國 中國 打貿易 硬逼 微不足道 大使 莫非 加拿大 而言 美元 世界,9.0,22.0,0
74,【馬來西亞】林德順：馬來西亞新政府會拒絕中資嗎_評論_環球網 - 環球時報,2018年 - 日前，馬來西亞新總理馬哈蒂爾宣布，新政府將冒著巨額違約金的風險， . 因為不敢，如果對他們做瞭，後果必然是政府因各種醜聞而倒颱，沒有醜聞,西亞 林德順 拒絕 中資 評論 環球網 環球 時報 新政府 醜聞 哈蒂 2018 西亞新 總理馬 將冒著 巨額 違約 風險 因為 他們 各種 沒有 新政府 日前 必然 宣布 不敢 政府 如果,9.0,20.0,0
75,遂川縣人民政府-招標,2017年 - 32、河北交建集團有限公司 64、中交建宏峰集團有限公司  投訴人不得故意捏造事實、僞造證明材料進行虛假惡意投訴，違者按有關規定進行處理。,招標 遂川 人民政府 集團 投訴 進行 2017 32 交建 64 中交建宏峰 事實 虛假 惡意 違者 關規定 處理 有限公司 捏造 故意 河北 材料 不得,3.0,20.0,0
76,中交建將成為發展俄羅斯島項目戰略夥伴-中俄投資-中俄經貿要聞-中俄 ,2018年 - 中俄資訊網綜閤報道：據俄羅斯遠東發展基金在新聞稿中稱，該基金與中國絲路規劃研究中心商定，與中國交通建設股份有限公司（簡稱中交、中交建,中交建將 成為 發展 俄羅斯島 項目 戰略夥伴 投資 中俄經 貿要 2018 資訊網 報道 俄羅斯遠東 發展 新聞稿 中稱 中國絲路 規劃 中國 建設 簡稱 中交 中交建 商定 基金 交通 有限公司 股份 中心 研究,9.0,21.0,0
77,水運工程施工企業資質申請代錶工程業績情況的公示-政府信息公開-中華 ,2018年 - 我局收到住房和城鄉建設部轉來3傢水運工程施工企業的資質申報材料，分彆是：中交建宏峰集團有限公司、中交四航局第五工程有限公司與安徽省路,水運 企業 資質 申請代 業績 情況 公開 中華 工程施工 公示 工程 信息 政府 2018 我局 城鄉 建設部 轉來 水運 企業 資質 申報 中交建宏峰 集團 中交四 航局 有限公司 工程施工 安徽省 第五 收到 住房 材料 工程,13.0,21.0,0
78,中電光榖與中交建華東區域總部簽訂戰略閤作協議_光榖創+,2017年 - 2017年，中電光榖聯閤控股有限公司與中國交通建設股份有限公司華東區域總部戰略閤作簽約儀式在中電光榖總部舉行。,中電光 交建華 東區域 總部 簽訂 戰略 作協議 2017 中電光 總部 中國 建設 華東區域 戰略 簽約 儀式 舉行 有限公司 控股 交通 股份,7.0,14.0,0
79,中交建75億收購加拿大工程公司Aecon\/15億加元！中國交建收購加拿大 ,2017年 - 據悉，Aecon公司於多倫多證券交易所上市，股份代碼為ARE，本次收購完成後，Aecon 公司將成為中交建的間接全資附屬公司，並在加拿大多倫多,加拿大 中交建 75 億收購 Aecon 15 中國 交建 收購 加元 工程 公司 Aecon 多倫多 2017 據悉 證券 代碼 收購 將成 中交建 全資 附屬 並在 公司 加拿大 交易所 本次 完成 股份 上市,12.0,19.0,13
80,中國交建將以14.5億加元收購加拿大基建大鰐Aecon，大溫建設會不會搭 ,2017年 - 前兩天昆橋因為火災事故封閉，造成大溫交通高峰時間全綫擁堵！  長年身在海外的小編，還真不知道“中交建”是一傢什麼樣的公司，趕緊上榖歌去,中國 交建將 14.5 收購 Aecon 大溫 建設 不會 加元 基建 加拿大 2017 兩天 昆橋 因為 火災 封閉 大溫 時間 小編 中交建 什麼樣 趕緊 歌去 真不知道 事故 高峰 交通 海外 造成 公司,11.0,20.0,0
81,盜夢、傳播學與主題投資（上）_資訊_i黑馬,2017年 - 其中立意最為新穎的一部，當屬《Inception》（盜夢空間）。  我們將整部《盜夢空間》的主題濃縮成一句話：如何讓一個人從懷疑到堅信。  概念，誕生時被嘲諷和看衰的多，但到瞭我麵試的8月份，中交建中鐵建中電建開始明顯走強。10,盜夢 傳播學 主題 投資 資訊 黑馬 盜夢空間 建中 2017 最為 新穎 當屬 Inception 我們將 主題 濃縮成 一個 懷疑 堅信 誕生 嘲諷 看衰 中交 電建 開始 明顯 走強 10 整部 立意 一部 概念 一句 月份 如何 其中,6.0,30.0,0
82,我們預計恒生指數在29000 點有技術性支持 - 茂宸證券,2018年 - 毛利率意外地由 . 估值應較同業享有溢價，維持中交建(1800) 的買入評級  現價估值相當於2018 年市盈率5.5 倍，中交建的估值明顯低於歷史平均,我們 預計 指數 29000 點有 技術性 茂宸 證券 恒生 支持 2018 中交建 估值 應較 同業 溢價 維持 1800 買入 評級 現價 相當 5.5 明顯 歷史 毛利率 享有 意外 市盈率 平均,10.0,20.0,0
83,中鐵建女高層視香港法律如無物公然在法庭拍照說“高興就拍” - 港澳颱- RFI,2018年 - 其Linkedin資料顯示，她2012年在悉尼大學畢業，主修會計及金融，其後加入中金任投資經理，及後任職中交建，再轉至目前中鐵建職位，3間公司都,中鐵建女 高層視 如無物 高興 RFI 拍照 港澳 公然 法庭 香港 法律 2018 Linkedin 資料 顯示 2012 大學 畢業 會計及 中金任 投資 經理 及後任 職中 交建 轉至 中鐵建 職位 主修 悉尼 加入 金融 目前 公司,11.0,23.0,14
84,在港上市國企遭廉署搜查5天之後纔對外公布- 阿波羅新聞網,2017年 - 在香港上市的大陸國企中國交通建設（中交建）7日發齣公布，於2017年，廉政公署人員進入該公司位於香港灣仔會展辦公大樓的辦事處，執行,國企遭 廉署 阿波羅新聞網 搜查 公布 上市 2017 廉政公署 大陸國 企中國 建設 中交建 日發 人員 進入 灣仔會展 辦公大樓 辦事處 執行 香港 交通 公布 上市 公司,6.0,18.0,15
